GEOID,Mo_period_1_nearest,Mo_period_1_tt,Mo_period_1_tt_3,Mo_period_2_nearest,Mo_period_2_tt,Mo_period_2_tt_3,Mo_period_3_nearest,Mo_period_3_tt,Mo_period_3_tt_3,Mo_period_4_nearest,Mo_period_4_tt,Mo_period_4_tt_3,Tu_period_1_nearest,Tu_period_1_tt,Tu_period_1_tt_3,Tu_period_2_nearest,Tu_period_2_tt,Tu_period_2_tt_3,Tu_period_3_nearest,Tu_period_3_tt,Tu_period_3_tt_3,Tu_period_4_nearest,Tu_period_4_tt,Tu_period_4_tt_3,We_period_1_nearest,We_period_1_tt,We_period_1_tt_3,We_period_2_nearest,We_period_2_tt,We_period_2_tt_3,We_period_3_nearest,We_period_3_tt,We_period_3_tt_3,We_period_4_nearest,We_period_4_tt,We_period_4_tt_3,Th_period_1_nearest,Th_period_1_tt,Th_period_1_tt_3,Th_period_2_nearest,Th_period_2_tt,Th_period_2_tt_3,Th_period_3_nearest,Th_period_3_tt,Th_period_3_tt_3,Th_period_4_nearest,Th_period_4_tt,Th_period_4_tt_3,Fr_period_1_nearest,Fr_period_1_tt,Fr_period_1_tt_3,Fr_period_2_nearest,Fr_period_2_tt,Fr_period_2_tt_3,Fr_period_3_nearest,Fr_period_3_tt,Fr_period_3_tt_3,Fr_period_4_nearest,Fr_period_4_tt,Fr_period_4_tt_3,Sa_period_1_nearest,Sa_period_1_tt,Sa_period_1_tt_3,Sa_period_2_nearest,Sa_period_2_tt,Sa_period_2_tt_3,Sa_period_3_nearest,Sa_period_3_tt,Sa_period_3_tt_3,Sa_period_4_nearest,Sa_period_4_tt,Sa_period_4_tt_3,Su_period_1_nearest,Su_period_1_tt,Su_period_1_tt_3,Su_period_2_nearest,Su_period_2_tt,Su_period_2_tt_3,Su_period_3_nearest,Su_period_3_tt,Su_period_3_tt_3,Su_period_4_nearest,Su_period_4_tt,Su_period_4_tt_3
36061003100,85471,9.98,12.31,85471,9.98,12.06,85471,9.98,12.06,85517,16.02,29.01,85471,9.98,12.31,85471,9.98,12.06,85471,9.98,12.06,85517,16.02,29.01,85471,9.98,12.31,85471,9.98,12.06,85471,9.98,12.06,85517,16.02,29.01,85471,9.98,12.31,85471,9.98,12.06,85471,9.98,12.06,85517,16.02,29.01,85471,9.98,13.03,85471,9.98,12.78,85471,9.98,12.78,81458,15.2,28.68,85291,22.65,28.97,FPC-374,11.52,14.55,FPC-374,11.52,25.76,87247,45.88,63.97,82998,13.18,31.16,82998,13.18,20.73,82998,13.18,23.01,81458,15.2,56.97
36061003200,DSNY-BRS-1058,7.77,9.11,80813,4.26,6.89,FPC-627,8.63,10.44,85434,10.95,25.4,85310,2.6,4.41,85310,2.6,3.25,87046,9.21,10.63,85434,10.95,25.4,87318,7.77,8.9,80813,4.26,6.67,87046,9.21,11.17,85434,10.95,25.4,DSNY-BRS-1058,7.77,10.15,80813,4.26,7.66,85434,10.95,12.7,85434,10.95,25.4,DSNY-BRS-1058,7.77,10.72,80813,4.26,7.35,87290,11.73,11.94,87290,11.84,21.14,85291,4.81,9.67,81685,5.44,9.91,FPC-628,10.18,19.2,87247,29.2,47.24,81458,22.38,32.13,80720,22.38,25.48,81458,22.38,27.88,81458,22.38,44.14
36061003300,85471,7.16,13.25,82998,7.16,10.11,82998,7.16,10.11,85517,18.18,29.17,85471,7.16,13.25,82998,7.16,10.11,82998,7.16,10.11,85517,18.18,29.17,85471,7.16,13.25,82998,7.16,10.11,82998,7.16,10.11,85517,18.18,29.17,85471,7.16,13.25,82998,7.16,10.11,82998,7.16,10.11,85517,18.18,29.17,85471,7.16,11.56,82998,7.16,8.42,82998,7.16,8.42,81458,10.32,24.87,80520,23.02,26.43,85345,14.83,17.7,FPC-374,14.83,26.17,87247,41.97,63.17,82998,7.79,26.25,82998,7.79,15.8,82998,7.79,21.55,81458,10.32,53.24
36061003400,FPC-627,9.79,12.67,80813,4.57,9.49,FPC-627,9.79,12.75,85434,15.85,24.15,DSNY-BRS-1075,3.79,8.22,DSNY-BRS-1075,3.79,5.63,87046,12.49,13.65,85434,15.85,24.15,DSNY-BRS-1058,12.36,13.84,80813,4.57,10.34,87046,12.49,13.65,85434,15.85,24.15,DSNY-BRS-1058,12.36,14.65,80813,4.57,9.17,DSNY-BRS-2114,14.1,14.77,85434,15.85,24.15,85450,12.36,13.87,80813,4.57,10.72,DSNY-BRS-2114,14.1,14.74,87290,12.55,23.05,81685,2.49,10.28,81685,2.49,12.71,FPC-628,15.86,21.63,87247,25.2,44.72,81458,25.42,32.8,82798,23.31,26.44,81735,25.42,28.45,81458,25.42,41.41
36061003601,DSNY-BRS-1058,2.25,4.33,DSNY-BRS-1058,2.25,4.33,80491,2.25,8.14,85434,12.05,26.23,DSNY-BRS-1058,2.25,4.33,DSNY-BRS-1058,2.25,4.33,80491,2.25,8.7,85434,12.05,26.23,87318,1.96,2.32,87318,1.96,2.32,80491,2.25,8.36,85434,12.05,26.23,DSNY-BRS-1058,2.25,5.6,DSNY-BRS-1058,2.25,4.82,80491,2.25,8.7,85434,12.05,26.23,DSNY-BRS-1058,2.25,2.71,DSNY-BRS-1058,2.25,2.71,80491,2.25,5.56,87290,11.31,19.72,85291,5.43,12.99,FPC-628,6.81,8.78,FPC-628,6.81,16.62,87247,32.99,52.03,81458,14.86,28.21,81458,14.86,18.59,81458,14.86,24.28,81458,14.86,46.49
36061003602,DSNY-BRS-1058,0.72,5.5,DSNY-BRS-1058,0.72,5.5,80491,4.9,9.14,85434,13.23,26.79,DSNY-BRS-1058,0.72,4.15,DSNY-BRS-1058,0.72,4.15,80491,4.9,11.54,85434,13.23,26.79,DSNY-BRS-1058,0.72,3.03,DSNY-BRS-1058,0.72,3.03,80491,4.9,10.88,85434,13.23,26.79,DSNY-BRS-1058,0.72,6.71,DSNY-BRS-1058,0.72,5.97,80491,4.9,11.54,85434,13.23,26.79,DSNY-BRS-1058,0.72,4.07,DSNY-BRS-1058,0.72,4.07,80491,4.9,6.6,87290,8.32,17.72,85291,4.86,11.05,FPC-628,8.95,11.59,FPC-628,8.95,17.39,87247,29.67,50.18,81458,15.17,27.5,81458,15.17,18.09,81458,15.17,23.53,81458,15.17,44.28
36061003700,85471,14.11,17.04,82998,3.85,12.56,82998,3.85,10.93,85517,27.53,30.62,85471,14.11,17.04,82998,3.85,12.56,82998,3.85,12.43,85517,27.53,30.62,85471,14.11,17.04,82998,3.85,12.56,82998,3.85,12.56,85517,27.53,30.62,85471,14.11,17.04,82998,3.85,12.56,82998,3.85,12.56,85517,27.53,30.62,81458,4.42,12.75,82998,3.85,7.46,82998,3.85,7.46,81458,4.42,18.38,80520,17.74,21.24,80749,21.8,23.63,FPC-374,22.04,26.91,87247,33.17,59.87,82998,3.85,19.64,82998,3.85,9.33,82998,3.85,16.88,81458,4.42,45.94
36061003900,85471,5.21,14.3,85471,5.21,10.51,85471,5.21,10.51,85517,18.7,31.14,85471,5.21,14.3,85471,5.21,10.51,85471,5.21,10.51,85517,18.7,31.14,85471,5.21,14.3,85471,5.21,10.51,85471,5.21,10.51,85517,18.7,31.14,85471,5.21,14.3,85471,5.21,10.51,85471,5.21,10.51,85517,18.7,31.14,85471,5.21,11.62,85471,5.21,7.83,85471,5.21,7.83,81458,10.68,25.7,80520,26.17,28.1,85345,18.98,23.41,FPC-374,20.69,29.9,87247,41.97,65.42,82998,7.61,25.94,82998,7.61,15.63,82998,7.61,23.22,81458,10.68,53.8
36061004001,FPC-559,9.23,11.29,80813,8.25,9.49,FPC-559,9.23,11.36,85434,18.05,23.05,DSNY-BRS-1075,6.68,8.57,DSNY-BRS-1075,6.68,8.25,FPC-559,9.23,12.43,85434,18.05,23.05,FPC-559,9.23,11.02,80813,8.25,9.49,FPC-559,9.23,12.43,85434,18.05,23.05,FPC-559,9.23,11.29,FPC-252,6.05,7.84,FPC-559,9.23,12.43,85434,18.05,23.05,FPC-559,9.23,11.29,80813,8.25,9.49,FPC-559,8.64,10.51,87290,8.64,17.64,81685,6.69,10.38,81685,6.69,13.26,FPC-628,16.69,20.79,87247,22.12,44.83,81458,22.16,29.79,82798,19.07,21.27,81458,22.16,25.55,81458,22.16,39.92
36061004002,FPC-559,6.35,10.06,FPC-559,6.35,10.06,FPC-559,6.35,9.39,87247,20.1,22.54,FPC-559,6.35,8.97,FPC-559,6.35,8.97,FPC-559,6.35,11.37,87247,20.1,22.54,FPC-559,6.35,10.06,FPC-559,6.35,10.06,FPC-559,6.35,11.37,87247,20.1,22.54,FPC-559,6.35,10.06,FPC-252,5.25,7.59,FPC-559,6.35,11.37,87247,20.1,22.54,FPC-559,6.35,10.06,FPC-559,6.35,10.06,FPC-559,6.35,8.46,87290,6.36,15.58,81685,9.65,10.84,81685,9.65,13.74,FPC-628,18.0,20.7,87247,20.11,44.99,81458,20.27,27.96,80720,16.13,19.4,81458,20.27,23.83,81458,20.27,39.04
36061004100,80491,5.91,8.25,80491,5.91,8.25,80491,5.91,9.65,85434,16.78,26.97,80491,5.91,8.25,80491,5.91,8.25,80491,5.91,8.98,85434,16.78,26.97,80491,5.91,7.99,80491,5.91,7.99,80491,5.91,8.98,85434,16.78,26.97,80491,5.91,8.25,80491,5.91,8.25,80491,5.91,8.98,85434,16.78,26.97,80491,5.33,6.63,80491,5.33,6.63,80491,5.33,6.63,81458,12.29,22.37,85291,12.91,21.04,FPC-374,6.12,9.37,FPC-374,6.12,18.51,87247,38.3,56.97,81458,12.29,27.64,81458,12.29,17.46,81458,12.29,22.83,81458,12.29,50.17
36061004300,80491,3.22,6.98,80491,3.22,6.98,80491,3.22,8.35,85434,17.06,26.66,80491,3.22,6.98,80491,3.22,6.98,80491,3.22,9.45,85434,17.06,26.66,80491,3.22,5.35,80491,3.22,5.35,80491,3.22,9.45,85434,17.06,26.66,80491,3.22,7.59,80491,3.22,7.59,80491,3.22,9.45,85434,17.06,26.66,80491,3.22,4.91,80491,3.22,4.91,80491,3.22,6.37,87290,9.77,17.33,85291,10.21,16.02,FPC-374,11.38,12.11,FPC-374,11.38,18.31,87247,31.99,53.56,81458,9.77,24.4,81458,9.77,14.32,81458,9.77,20.72,81458,9.77,45.25
36061004500,80491,7.4,10.32,80491,7.4,9.42,80491,7.4,9.42,85434,20.04,27.31,80491,7.4,10.32,80491,7.4,9.42,80491,7.4,9.42,85434,20.04,27.31,80491,7.4,10.32,80491,7.4,9.42,80491,7.4,9.42,85434,20.04,27.31,80491,7.4,10.32,80491,7.4,9.42,80491,7.4,9.42,85434,20.04,27.31,80491,7.4,8.09,80491,7.4,8.31,80491,7.4,8.31,81458,8.82,20.51,85291,15.04,20.6,FPC-374,9.65,12.81,FPC-374,9.65,20.3,87247,36.96,57.61,81458,8.71,24.7,81458,8.71,14.36,81458,8.71,21.34,81458,8.82,48.7
36061005200,FPC-559,4.67,7.69,FPC-559,4.67,7.69,FPC-559,4.67,7.69,87247,10.61,18.6,FPC-559,4.67,7.69,FPC-559,4.67,7.69,FPC-559,4.67,7.69,87247,10.61,18.6,FPC-559,4.67,7.69,FPC-559,4.67,7.69,FPC-559,4.67,7.69,87247,10.61,18.6,FPC-559,4.67,7.69,FPC-559,4.67,6.71,FPC-559,4.67,7.69,87247,10.61,18.6,FPC-559,4.67,7.69,FPC-559,4.67,7.69,FPC-559,4.67,7.69,87247,10.61,13.55,80749,5.72,7.95,80749,5.72,10.86,87247,10.61,19.13,87247,10.61,42.89,81458,22.97,26.66,80720,9.24,14.66,81735,19.32,22.78,81458,22.97,35.71
36061005400,80720,5.81,7.37,80720,5.81,7.37,80720,5.81,7.37,87247,9.29,17.38,80720,5.81,7.37,80720,5.81,7.37,80720,5.81,7.37,87247,9.29,17.38,80720,5.81,7.37,80720,5.81,7.37,80720,5.81,7.37,87247,9.29,17.38,80720,5.81,7.37,80720,5.81,7.37,80720,5.81,7.37,87247,9.29,17.38,80720,5.81,7.37,80720,5.81,7.37,80720,5.81,7.37,87247,9.29,13.45,80749,2.49,6.27,80749,2.49,7.97,87247,9.29,18.94,87247,9.29,45.99,81458,22.57,25.7,80720,5.81,13.7,81735,18.55,22.22,81458,22.57,35.89
36061005501,80491,9.23,10.17,80491,9.23,10.17,FPC-529,3.14,8.14,85434,22.07,27.58,80491,9.23,10.17,80491,9.23,10.17,80491,9.39,10.73,85434,22.07,27.58,80491,9.23,10.17,80491,9.23,10.17,80491,9.39,10.73,85434,22.07,27.58,80491,9.23,10.17,80491,9.23,10.17,80491,9.39,10.73,85434,22.07,27.58,80491,8.0,8.88,80491,8.0,8.88,87290,6.01,7.8,87290,6.01,13.38,80520,9.96,13.01,80749,15.22,16.81,FPC-374,17.16,20.45,87247,26.14,51.84,81458,8.0,21.57,81458,8.0,11.35,81458,8.0,18.07,81458,8.0,41.5
36061005502,DSNY-BRS-1058,5.06,7.87,DSNY-BRS-1058,5.06,7.87,FPC-529,3.9,7.48,85434,17.93,27.01,DSNY-BRS-1058,5.06,7.87,DSNY-BRS-1058,5.06,7.87,80491,6.18,10.69,85434,17.93,27.01,DSNY-BRS-1058,5.06,6.31,DSNY-BRS-1058,5.06,6.31,80491,6.18,10.69,85434,17.93,27.01,DSNY-BRS-1058,5.06,7.87,DSNY-BRS-1058,5.06,7.87,80491,6.18,10.69,85434,17.93,27.01,DSNY-BRS-1058,5.06,6.69,DSNY-BRS-1058,5.06,6.69,87290,5.6,6.87,87290,5.6,14.7,85291,9.66,13.07,FPC-628,13.21,14.89,FPC-628,13.21,18.72,87247,27.47,50.9,81458,11.02,24.05,81458,11.02,14.18,81458,11.02,20.3,81458,11.02,42.57
36061005800,87247,2.14,5.51,87247,2.14,5.51,87247,2.14,5.51,87247,2.14,10.25,87247,2.14,5.51,87247,2.14,5.51,87247,2.14,5.51,87247,2.14,10.25,87247,2.14,5.51,87247,2.14,5.16,87247,2.14,5.51,87247,2.14,10.25,87247,2.14,5.51,87247,2.14,5.51,87247,2.14,5.51,87247,2.14,10.25,87247,2.14,4.62,87247,2.14,4.62,87247,2.14,5.51,87247,2.14,10.8,87247,2.14,6.51,87247,2.14,6.51,87247,2.14,11.97,87247,2.14,38.84,87369,22.52,27.12,81735,10.68,11.34,81735,11.24,20.89,81458,29.91,33.54
36061006300,80720,5.42,9.31,80720,5.42,9.31,80720,5.42,6.84,87247,16.69,23.7,80720,5.42,9.31,80720,5.42,9.31,80720,5.42,6.18,87247,16.69,23.7,80720,5.42,9.31,80720,5.42,9.31,80720,5.42,9.31,87247,16.69,23.7,80720,5.42,9.31,80720,5.42,9.31,80720,5.42,9.31,87247,16.69,23.7,80720,5.42,9.31,80720,5.42,9.31,80720,5.42,6.7,87290,8.26,13.37,80520,1.23,7.75,80749,5.34,12.47,87247,16.69,22.66,87247,16.69,48.1,81458,15.16,23.06,80720,5.42,12.91,81458,15.16,19.75,81458,15.16,38.29
36061006500,80720,11.45,12.28,80720,10.99,11.37,FPC-529,5.75,9.47,87247,23.95,27.59,80720,11.45,12.28,80720,10.99,11.37,80720,10.99,11.59,87247,23.95,27.59,80720,11.45,12.28,80720,10.99,11.37,80720,10.99,11.37,87247,23.95,27.59,80720,11.45,12.28,80720,10.99,11.37,80720,10.99,11.37,87247,23.95,27.59,81458,7.95,10.35,81458,7.95,10.2,81458,7.85,9.15,81458,7.85,13.25,80520,7.74,12.78,80749,12.57,18.56,FPC-374,21.56,22.53,87247,23.95,52.17,81458,7.95,20.62,81458,7.95,10.2,81458,7.95,17.39,81458,7.95,40.63
36061006700,80720,12.49,15.21,82998,9.54,12.56,82998,9.54,10.96,87247,25.95,30.47,80720,12.49,15.21,82998,9.54,12.56,82998,9.54,11.39,87247,25.95,30.47,80720,12.49,15.21,82998,9.54,12.56,82998,9.54,12.56,87247,25.95,30.47,80720,12.49,15.21,82998,9.54,12.56,82998,9.54,13.62,87247,25.95,30.47,81458,7.24,11.79,81458,7.24,9.76,81458,7.24,9.76,81458,7.24,15.39,80520,10.98,16.12,80749,14.63,19.9,FPC-374,24.75,25.47,87247,25.95,55.23,81458,7.24,20.11,81458,7.24,9.76,81458,7.24,17.3,81458,7.24,42.11
36061006800,84055,1.45,5.79,84055,1.45,5.23,84055,1.45,5.79,87247,9.45,15.46,84055,1.45,5.79,84055,1.45,5.23,84055,1.45,5.79,87247,9.45,15.46,84055,1.45,5.79,84055,1.45,5.23,84055,1.45,5.79,87247,9.45,15.46,84055,1.45,5.79,84055,1.45,5.23,84055,1.45,5.79,87247,9.45,15.46,84055,1.45,7.64,84055,1.45,6.22,84055,1.45,6.6,87247,9.45,14.0,87247,9.45,12.19,82798,7.77,10.65,87247,9.45,17.34,87247,9.45,41.59,87369,27.86,30.24,82798,7.77,13.11,81735,14.72,24.84,81199,30.93,33.44
36061006900,85471,16.8,19.56,82998,10.52,15.54,82998,10.52,15.54,85517,30.39,33.87,85471,16.8,19.56,82998,10.52,15.54,82998,10.52,15.21,85517,30.39,33.87,85471,16.8,19.56,82998,10.52,15.54,82998,10.52,15.54,85517,30.39,33.87,85471,16.8,19.56,82998,10.52,15.54,82998,10.52,15.54,85517,30.39,33.87,81458,10.06,15.39,82998,10.06,13.29,82998,10.06,13.29,81458,10.06,20.0,80520,17.0,22.35,80577,19.68,23.42,FPC-374,28.41,29.91,87247,30.39,60.03,82998,10.06,22.25,82998,10.06,12.46,82998,10.06,19.94,81458,10.06,46.06
36061007001,85544,6.2,11.43,85490,6.2,6.84,85490,6.2,6.84,85521,16.48,19.13,85544,6.2,11.43,85490,6.2,6.84,85490,6.2,6.84,85521,16.48,19.13,85544,6.2,11.43,85490,6.2,6.84,85490,6.2,6.84,85521,16.48,19.13,85544,6.2,11.43,85490,6.2,6.84,85490,6.2,6.84,85521,16.48,19.13,84055,10.41,14.86,85490,7.07,7.22,85490,7.07,8.24,85521,16.48,19.13,87247,16.66,19.18,82798,7.35,13.5,81735,16.48,19.13,87247,16.66,40.2,81199,24.26,27.81,82798,7.35,16.03,81735,16.48,23.56,81199,24.26,32.2
36061007002,85544,3.31,8.67,85544,3.31,5.45,85544,3.31,6.88,85521,13.58,16.17,85544,3.31,8.67,85544,3.31,5.45,85544,3.31,6.88,85521,13.58,16.17,85544,3.31,8.67,85544,3.31,5.45,85544,3.31,6.88,85521,13.58,16.17,85544,3.31,8.67,85544,3.31,5.45,85544,3.31,6.88,85521,13.58,16.17,84055,9.12,12.63,82798,4.4,7.24,85490,8.63,8.82,85521,13.58,17.06,87247,13.9,17.62,82798,4.4,10.64,81735,13.61,17.07,87247,13.9,38.72,81199,23.7,26.04,82798,4.4,13.9,81735,13.61,21.73,81199,23.7,31.44
